engagement_id,user_id,date,session_min,feature_viewed,goal_completed,notif_sent,notif_clicked
94,1,2026-03-20,6.6,Activity Ring,1,0,0
95,1,2026-03-21,5.1,Sleep Score,0,1,1
96,1,2026-03-21,5.1,Readiness Score,0,1,1
97,1,2026-03-22,3.4,Activity Ring,1,0,0
98,1,2026-03-23,5.7,Notifications,0,1,1
99,1,2026-03-23,5.7,Sleep Stages,0,1,1
100,1,2026-03-23,5.7,Readiness Score,0,1,1
101,1,2026-03-23,5.7,Activity Ring,0,1,1
102,1,2026-03-23,5.7,HRV Chart,0,1,1
103,1,2026-03-23,5.7,Goals,0,1,1
104,1,2026-03-23,5.7,Trends,0,1,1
105,1,2026-03-24,3.9,HRV Chart,1,1,0
106,1,2026-03-24,3.9,Sleep Stages,1,1,0
107,1,2026-03-24,3.9,Sleep Score,1,1,0
108,1,2026-03-24,3.9,Notifications,1,1,0
109,1,2026-03-25,4.9,Sleep Score,0,0,0
110,1,2026-03-25,4.9,Sleep Stages,0,0,0
111,1,2026-03-25,4.9,Trends,0,0,0
112,1,2026-03-25,4.9,Activity Ring,0,0,0
113,1,2026-03-26,4.5,Notifications,1,1,0
114,1,2026-03-27,1.1,Trends,1,1,1
115,1,2026-03-27,1.1,Sleep Stages,1,1,1
116,1,2026-03-27,1.1,Sleep Score,1,1,1
117,1,2026-03-27,1.1,Readiness Score,1,1,1
118,1,2026-03-27,1.1,Goals,1,1,1
119,1,2026-03-28,4.6,Sleep Stages,1,0,0
120,1,2026-03-29,1.9,Goals,1,0,0
121,1,2026-03-29,1.9,Activity Ring,1,0,0
122,1,2026-03-29,1.9,Sleep Score,1,0,0
123,1,2026-03-30,8.6,Goals,0,1,0
124,1,2026-03-30,8.6,Activity Ring,0,1,0
125,1,2026-03-30,8.6,Sleep Score,0,1,0
126,1,2026-03-31,4.0,Sleep Stages,1,1,0
127,1,2026-04-02,5.9,Sleep Stages,1,1,1
128,1,2026-04-02,5.9,Goals,1,1,1
129,1,2026-04-02,5.9,Sleep Score,1,1,1
130,1,2026-04-02,5.9,Activity Ring,1,1,1
131,1,2026-04-02,5.9,Readiness Score,1,1,1
132,1,2026-04-02,5.9,Trends,1,1,1
133,1,2026-04-03,4.6,Trends,1,0,0
134,1,2026-04-03,4.6,Activity Ring,1,0,0
135,1,2026-04-04,2.0,HRV Chart,1,1,1
136,1,2026-04-04,2.0,Sleep Score,1,1,1
137,1,2026-04-04,2.0,Notifications,1,1,1
138,1,2026-04-04,2.0,Readiness Score,1,1,1
139,1,2026-04-04,2.0,Activity Ring,1,1,1
140,1,2026-04-04,2.0,Trends,1,1,1
141,1,2026-04-05,3.5,Sleep Stages,1,1,0
142,1,2026-04-05,3.5,Activity Ring,1,1,0
143,1,2026-04-05,3.5,Readiness Score,1,1,0
144,1,2026-04-05,3.5,Goals,1,1,0
145,1,2026-04-05,3.5,HRV Chart,1,1,0
146,1,2026-04-06,0.6,Readiness Score,1,1,1
147,1,2026-04-06,0.6,Activity Ring,1,1,1
148,1,2026-04-06,0.6,Sleep Stages,1,1,1
149,1,2026-04-06,0.6,HRV Chart,1,1,1
150,1,2026-04-07,5.5,Activity Ring,0,0,0
151,1,2026-04-08,2.1,Readiness Score,1,1,1
152,1,2026-04-08,2.1,Goals,1,1,1
153,1,2026-04-08,2.1,Sleep Score,1,1,1
154,1,2026-04-08,2.1,HRV Chart,1,1,1
155,1,2026-04-08,2.1,Notifications,1,1,1
156,1,2026-04-09,7.4,Sleep Score,0,1,0
157,1,2026-04-09,7.4,Trends,0,1,0
158,1,2026-04-09,7.4,Readiness Score,0,1,0
159,1,2026-04-09,7.4,Notifications,0,1,0
160,1,2026-04-09,7.4,Sleep Stages,0,1,0
161,1,2026-04-09,7.4,HRV Chart,0,1,0
162,1,2026-04-09,7.4,Activity Ring,0,1,0
163,1,2026-04-09,7.4,Goals,0,1,0
164,1,2026-04-10,4.4,Readiness Score,0,1,1
165,1,2026-04-12,1.5,Trends,1,1,0
166,1,2026-04-12,1.5,Goals,1,1,0
167,1,2026-04-12,1.5,Sleep Stages,1,1,0
168,1,2026-04-12,1.5,Sleep Score,1,1,0
169,1,2026-04-13,2.2,HRV Chart,0,1,1
170,1,2026-04-13,2.2,Sleep Score,0,1,1
171,1,2026-04-14,5.1,Goals,1,1,1
172,1,2026-04-14,5.1,Sleep Score,1,1,1
173,1,2026-04-14,5.1,Activity Ring,1,1,1
174,1,2026-04-14,5.1,Readiness Score,1,1,1
175,1,2026-04-14,5.1,Sleep Stages,1,1,1
176,1,2026-04-14,5.1,HRV Chart,1,1,1
177,1,2026-04-15,1.9,Readiness Score,1,0,0
178,1,2026-04-15,1.9,Sleep Stages,1,0,0
179,1,2026-04-15,1.9,Notifications,1,0,0
180,1,2026-04-15,1.9,Sleep Score,1,0,0
181,1,2026-04-15,1.9,Trends,1,0,0
182,1,2026-04-15,1.9,Goals,1,0,0
183,1,2026-04-16,4.2,Sleep Score,1,0,0
184,1,2026-04-16,4.2,Notifications,1,0,0
185,1,2026-04-16,4.2,Goals,1,0,0
186,1,2026-04-16,4.2,Readiness Score,1,0,0
187,1,2026-04-16,4.2,Sleep Stages,1,0,0
188,1,2026-04-17,7.8,Notifications,1,1,0
189,1,2026-04-18,4.7,Sleep Score,1,1,0
190,1,2026-04-18,4.7,Activity Ring,1,1,0
191,1,2026-04-18,4.7,Trends,1,1,0
192,1,2026-04-18,4.7,Readiness Score,1,1,0
193,1,2026-04-18,4.7,HRV Chart,1,1,0
194,1,2026-04-18,4.7,Notifications,1,1,0
195,1,2026-04-18,4.7,Sleep Stages,1,1,0
196,1,2026-04-19,2.3,HRV Chart,1,1,0
197,1,2026-04-19,2.3,Sleep Stages,1,1,0
198,1,2026-04-19,2.3,Notifications,1,1,0
199,1,2026-04-20,4.8,Sleep Score,1,1,1
200,1,2026-04-21,1.4,Sleep Score,1,1,1
201,1,2026-04-21,1.4,Sleep Stages,1,1,1
202,1,2026-04-22,3.5,Sleep Stages,1,0,0
203,1,2026-04-22,3.5,Goals,1,0,0
204,1,2026-04-22,3.5,Readiness Score,1,0,0
205,1,2026-04-23,4.5,Trends,1,1,0
206,1,2026-04-23,4.5,Sleep Score,1,1,0
207,1,2026-04-23,4.5,Notifications,1,1,0
208,1,2026-04-24,4.2,Readiness Score,0,1,0
209,1,2026-04-24,4.2,HRV Chart,0,1,0
210,1,2026-04-24,4.2,Activity Ring,0,1,0
211,1,2026-04-24,4.2,Sleep Score,0,1,0
212,1,2026-04-25,0.6,Activity Ring,1,1,0
213,1,2026-04-25,0.6,Sleep Score,1,1,0
214,1,2026-04-25,0.6,HRV Chart,1,1,0
215,1,2026-04-25,0.6,Trends,1,1,0
216,1,2026-04-25,0.6,Notifications,1,1,0
217,1,2026-04-26,5.9,Trends,1,1,1
218,1,2026-04-26,5.9,Sleep Score,1,1,1
219,1,2026-04-26,5.9,Readiness Score,1,1,1
220,1,2026-04-27,0.5,HRV Chart,0,1,1
221,1,2026-04-27,0.5,Sleep Score,0,1,1
222,1,2026-04-27,0.5,Trends,0,1,1
223,1,2026-04-28,3.9,HRV Chart,1,1,1
224,1,2026-04-28,3.9,Activity Ring,1,1,1
225,1,2026-04-29,2.5,Sleep Stages,1,0,0
226,1,2026-04-29,2.5,Notifications,1,0,0
227,1,2026-04-29,2.5,Trends,1,0,0
228,1,2026-04-29,2.5,Readiness Score,1,0,0
229,1,2026-04-29,2.5,Activity Ring,1,0,0
230,1,2026-05-01,2.4,Sleep Score,0,1,0
231,1,2026-05-03,7.0,Activity Ring,1,1,0
232,1,2026-05-03,7.0,Trends,1,1,0
233,1,2026-05-04,3.8,Sleep Score,1,1,0
234,1,2026-05-05,4.2,Trends,1,1,1
235,1,2026-05-07,1.9,HRV Chart,1,1,0
236,1,2026-05-07,1.9,Sleep Score,1,1,0
237,1,2026-05-07,1.9,Sleep Stages,1,1,0
238,1,2026-05-08,5.6,Notifications,1,1,0
239,1,2026-05-09,1.2,Activity Ring,1,0,0
240,1,2026-05-09,1.2,Readiness Score,1,0,0
241,1,2026-05-09,1.2,Sleep Score,1,0,0
242,1,2026-05-09,1.2,Sleep Stages,1,0,0
243,1,2026-05-10,3.8,Readiness Score,0,1,1
244,1,2026-05-10,3.8,Goals,0,1,1
245,1,2026-05-10,3.8,Trends,0,1,1
246,1,2026-05-11,6.6,Goals,1,1,0
247,1,2026-05-11,6.6,Sleep Score,1,1,0
248,1,2026-05-11,6.6,Readiness Score,1,1,0
249,1,2026-05-11,6.6,Trends,1,1,0
250,1,2026-05-12,4.9,Sleep Stages,1,1,1
251,1,2026-05-12,4.9,Readiness Score,1,1,1
252,1,2026-05-12,4.9,Goals,1,1,1
253,1,2026-05-12,4.9,Sleep Score,1,1,1
254,1,2026-05-12,4.9,Activity Ring,1,1,1
255,1,2026-05-12,4.9,Notifications,1,1,1
256,1,2026-05-13,4.6,HRV Chart,1,1,1
257,1,2026-05-13,4.6,Notifications,1,1,1
258,1,2026-05-13,4.6,Readiness Score,1,1,1
259,1,2026-05-13,4.6,Trends,1,1,1
260,1,2026-05-14,2.2,Activity Ring,1,0,0
261,1,2026-05-14,2.2,Readiness Score,1,0,0
262,1,2026-05-15,4.3,Sleep Stages,1,1,0
263,1,2026-05-15,4.3,Trends,1,1,0
264,1,2026-05-15,4.3,HRV Chart,1,1,0
265,1,2026-05-15,4.3,Sleep Score,1,1,0
266,1,2026-05-16,3.3,Sleep Score,1,1,0
267,1,2026-05-16,3.3,Sleep Stages,1,1,0
268,1,2026-05-16,3.3,Activity Ring,1,1,0
269,1,2026-05-18,4.6,Sleep Score,1,1,0
270,1,2026-05-18,4.6,Activity Ring,1,1,0
271,1,2026-05-18,4.6,HRV Chart,1,1,0
272,1,2026-05-20,5.5,Sleep Stages,0,1,1
273,1,2026-05-20,5.5,HRV Chart,0,1,1
274,1,2026-05-21,0.5,Sleep Stages,0,1,1
275,1,2026-05-21,0.5,HRV Chart,0,1,1
276,1,2026-05-21,0.5,Sleep Score,0,1,1
277,1,2026-05-21,0.5,Activity Ring,0,1,1
278,1,2026-05-21,0.5,Readiness Score,0,1,1
279,2,2026-02-21,6.3,Sleep Score,1,0,0
280,2,2026-02-21,6.3,Goals,1,0,0
281,2,2026-02-21,6.3,HRV Chart,1,0,0
282,2,2026-02-21,6.3,Activity Ring,1,0,0
283,2,2026-02-21,6.3,Trends,1,0,0
284,2,2026-02-22,4.1,Goals,0,1,0
285,2,2026-02-22,4.1,Sleep Stages,0,1,0
286,2,2026-02-22,4.1,HRV Chart,0,1,0
287,2,2026-02-22,4.1,Activity Ring,0,1,0
288,2,2026-02-23,2.7,Sleep Stages,1,0,0
289,2,2026-02-24,1.0,Trends,1,1,0
290,2,2026-02-24,1.0,Activity Ring,1,1,0
291,2,2026-02-24,1.0,Readiness Score,1,1,0
292,2,2026-02-24,1.0,Sleep Stages,1,1,0
293,2,2026-02-25,2.9,Notifications,1,1,0
294,2,2026-02-26,5.2,Sleep Score,1,1,0
295,2,2026-02-26,5.2,HRV Chart,1,1,0
296,2,2026-02-26,5.2,Activity Ring,1,1,0
297,2,2026-02-27,6.9,Readiness Score,0,1,1
298,2,2026-02-27,6.9,Sleep Stages,0,1,1
299,2,2026-02-27,6.9,Sleep Score,0,1,1
300,2,2026-02-27,6.9,Goals,0,1,1
301,2,2026-02-28,1.3,Notifications,0,0,0
302,2,2026-02-28,1.3,HRV Chart,0,0,0
303,2,2026-02-28,1.3,Readiness Score,0,0,0
304,2,2026-03-01,0.5,Readiness Score,0,0,0
305,2,2026-03-01,0.5,Sleep Score,0,0,0
306,2,2026-03-01,0.5,HRV Chart,0,0,0
307,2,2026-03-02,4.8,HRV Chart,1,1,1
308,2,2026-03-02,4.8,Activity Ring,1,1,1
309,2,2026-03-02,4.8,Readiness Score,1,1,1
310,2,2026-03-03,6.0,Notifications,0,0,0
311,2,2026-03-03,6.0,Goals,0,0,0
312,2,2026-03-03,6.0,Trends,0,0,0
313,2,2026-03-04,3.8,Sleep Stages,1,1,0
314,2,2026-03-04,3.8,Goals,1,1,0
315,2,2026-03-04,3.8,Activity Ring,1,1,0
316,2,2026-03-04,3.8,Readiness Score,1,1,0
317,2,2026-03-05,2.7,Trends,1,0,0
318,2,2026-03-05,2.7,Sleep Score,1,0,0
319,2,2026-03-05,2.7,Goals,1,0,0
320,2,2026-03-05,2.7,Activity Ring,1,0,0
321,2,2026-03-05,2.7,Readiness Score,1,0,0
322,2,2026-03-06,0.9,Sleep Score,0,1,1
323,2,2026-03-06,0.9,Goals,0,1,1
324,2,2026-03-06,0.9,HRV Chart,0,1,1
325,2,2026-03-07,6.4,HRV Chart,0,1,0
326,2,2026-03-07,6.4,Readiness Score,0,1,0
327,2,2026-03-07,6.4,Activity Ring,0,1,0
328,2,2026-03-07,6.4,Trends,0,1,0
329,2,2026-03-07,6.4,Notifications,0,1,0
330,2,2026-03-08,5.9,Sleep Score,1,0,0
331,2,2026-03-08,5.9,Readiness Score,1,0,0
332,2,2026-03-08,5.9,Activity Ring,1,0,0
333,2,2026-03-08,5.9,Goals,1,0,0
334,2,2026-03-08,5.9,HRV Chart,1,0,0
335,2,2026-03-08,5.9,Trends,1,0,0
336,2,2026-03-09,6.4,Notifications,1,1,0
337,2,2026-03-09,6.4,HRV Chart,1,1,0
338,2,2026-03-09,6.4,Goals,1,1,0
339,2,2026-03-09,6.4,Readiness Score,1,1,0
340,2,2026-03-09,6.4,Sleep Score,1,1,0
341,2,2026-03-09,6.4,Sleep Stages,1,1,0
342,2,2026-03-10,2.7,Goals,1,1,1
343,2,2026-03-10,2.7,HRV Chart,1,1,1
344,2,2026-03-10,2.7,Sleep Score,1,1,1
345,2,2026-03-10,2.7,Sleep Stages,1,1,1
346,2,2026-03-11,1.9,Trends,1,1,0
347,2,2026-03-11,1.9,Activity Ring,1,1,0
348,2,2026-03-11,1.9,HRV Chart,1,1,0
349,2,2026-03-11,1.9,Goals,1,1,0
350,2,2026-03-12,3.6,Sleep Stages,1,1,0
351,2,2026-03-12,3.6,Trends,1,1,0
352,2,2026-03-12,3.6,Readiness Score,1,1,0
353,2,2026-03-13,1.7,Readiness Score,1,1,0
354,2,2026-03-13,1.7,Trends,1,1,0
355,2,2026-03-13,1.7,Sleep Score,1,1,0
356,2,2026-03-13,1.7,HRV Chart,1,1,0
357,2,2026-03-13,1.7,Goals,1,1,0
358,2,2026-03-13,1.7,Activity Ring,1,1,0
359,2,2026-03-14,4.0,Readiness Score,1,1,1
360,2,2026-03-14,4.0,Sleep Score,1,1,1
361,2,2026-03-14,4.0,Notifications,1,1,1
362,2,2026-03-14,4.0,Activity Ring,1,1,1
363,2,2026-03-14,4.0,HRV Chart,1,1,1
364,2,2026-03-14,4.0,Goals,1,1,1
365,2,2026-03-15,5.7,Sleep Score,1,1,0
366,2,2026-03-15,5.7,Readiness Score,1,1,0
367,2,2026-03-16,3.4,Sleep Score,1,1,0
368,2,2026-03-16,3.4,HRV Chart,1,1,0
369,2,2026-03-16,3.4,Activity Ring,1,1,0
370,2,2026-03-16,3.4,Readiness Score,1,1,0
371,2,2026-03-16,3.4,Notifications,1,1,0
372,2,2026-03-17,4.0,Activity Ring,1,1,1
373,2,2026-03-18,4.8,Readiness Score,1,1,0
374,2,2026-03-18,4.8,Notifications,1,1,0
375,2,2026-03-18,4.8,Sleep Stages,1,1,0
376,2,2026-03-18,4.8,Activity Ring,1,1,0
377,2,2026-03-18,4.8,Goals,1,1,0
378,2,2026-03-19,6.7,Activity Ring,1,1,1
379,2,2026-03-19,6.7,Sleep Score,1,1,1
380,2,2026-03-19,6.7,Sleep Stages,1,1,1
381,2,2026-03-20,6.6,Sleep Score,1,0,0
382,2,2026-03-20,6.6,Goals,1,0,0
383,2,2026-03-21,7.9,Sleep Stages,0,0,0
384,2,2026-03-21,7.9,Goals,0,0,0
385,2,2026-03-21,7.9,HRV Chart,0,0,0
386,2,2026-03-21,7.9,Activity Ring,0,0,0
387,2,2026-03-21,7.9,Readiness Score,0,0,0
388,2,2026-03-21,7.9,Trends,0,0,0
389,2,2026-03-21,7.9,Sleep Score,0,0,0
390,2,2026-03-21,7.9,Notifications,0,0,0
391,2,2026-03-22,4.6,Sleep Stages,1,1,0
392,2,2026-03-22,4.6,Readiness Score,1,1,0
393,2,2026-03-22,4.6,HRV Chart,1,1,0
394,2,2026-03-22,4.6,Notifications,1,1,0
395,2,2026-03-23,5.5,Sleep Score,0,1,0
396,2,2026-03-23,5.5,Sleep Stages,0,1,0
397,2,2026-03-24,5.9,Trends,1,1,0
398,2,2026-03-25,4.2,Activity Ring,1,1,1
399,2,2026-03-25,4.2,Readiness Score,1,1,1
400,2,2026-03-25,4.2,Sleep Score,1,1,1
401,2,2026-03-26,6.7,Readiness Score,1,1,0
402,2,2026-03-26,6.7,HRV Chart,1,1,0
403,2,2026-03-26,6.7,Sleep Score,1,1,0
404,2,2026-03-26,6.7,Activity Ring,1,1,0
405,2,2026-03-26,6.7,Goals,1,1,0
406,2,2026-03-27,4.4,Notifications,1,1,1
407,2,2026-03-27,4.4,Sleep Score,1,1,1
408,2,2026-03-28,6.8,Notifications,0,0,0
409,2,2026-03-29,4.4,Activity Ring,1,1,1
410,2,2026-03-29,4.4,Readiness Score,1,1,1
411,2,2026-03-30,4.9,Trends,1,1,0
412,2,2026-03-30,4.9,Readiness Score,1,1,0
413,2,2026-03-30,4.9,HRV Chart,1,1,0
414,2,2026-03-31,6.5,Sleep Stages,0,1,0
415,2,2026-03-31,6.5,Activity Ring,0,1,0
416,2,2026-03-31,6.5,Sleep Score,0,1,0
417,2,2026-03-31,6.5,Trends,0,1,0
418,2,2026-03-31,6.5,HRV Chart,0,1,0
419,2,2026-04-01,1.6,Activity Ring,0,1,1
420,2,2026-04-01,1.6,Readiness Score,0,1,1
421,2,2026-04-02,4.7,Goals,0,1,0
422,2,2026-04-02,4.7,HRV Chart,0,1,0
423,2,2026-04-02,4.7,Sleep Stages,0,1,0
424,2,2026-04-03,2.8,HRV Chart,0,1,1
425,2,2026-04-03,2.8,Trends,0,1,1
426,2,2026-04-04,2.9,Sleep Score,1,1,0
427,2,2026-04-04,2.9,Activity Ring,1,1,0
428,2,2026-04-04,2.9,Sleep Stages,1,1,0
429,2,2026-04-04,2.9,Readiness Score,1,1,0
430,2,2026-04-04,2.9,Notifications,1,1,0
431,2,2026-04-05,4.5,Notifications,0,1,0
432,2,2026-04-05,4.5,Readiness Score,0,1,0
433,2,2026-04-05,4.5,Activity Ring,0,1,0
434,2,2026-04-05,4.5,HRV Chart,0,1,0
435,2,2026-04-05,4.5,Trends,0,1,0
436,2,2026-04-05,4.5,Goals,0,1,0
437,2,2026-04-05,4.5,Sleep Stages,0,1,0
438,2,2026-04-05,4.5,Sleep Score,0,1,0
439,2,2026-04-06,1.6,Trends,0,0,0
440,2,2026-04-06,1.6,Sleep Score,0,0,0
441,2,2026-04-06,1.6,Activity Ring,0,0,0
442,2,2026-04-06,1.6,Sleep Stages,0,0,0
443,2,2026-04-07,3.6,Sleep Score,0,1,1
444,2,2026-04-07,3.6,Activity Ring,0,1,1
445,2,2026-04-07,3.6,Goals,0,1,1
446,2,2026-04-07,3.6,HRV Chart,0,1,1
447,2,2026-04-07,3.6,Readiness Score,0,1,1
448,2,2026-04-07,3.6,Trends,0,1,1
449,2,2026-04-07,3.6,Sleep Stages,0,1,1
450,2,2026-04-07,3.6,Notifications,0,1,1
451,2,2026-04-08,5.6,HRV Chart,1,0,0
452,2,2026-04-09,5.7,Readiness Score,1,1,1
453,2,2026-04-09,5.7,Goals,1,1,1
454,2,2026-04-09,5.7,Sleep Score,1,1,1
455,2,2026-04-10,8.5,Sleep Score,1,1,0
456,2,2026-04-10,8.5,Goals,1,1,0
457,2,2026-04-11,4.8,Sleep Score,1,1,1
458,2,2026-04-11,4.8,Readiness Score,1,1,1
459,2,2026-04-11,4.8,Goals,1,1,1
460,2,2026-04-11,4.8,Activity Ring,1,1,1
461,2,2026-04-12,2.7,Readiness Score,0,1,1
462,2,2026-04-12,2.7,Activity Ring,0,1,1
463,2,2026-04-12,2.7,HRV Chart,0,1,1
464,2,2026-04-12,2.7,Sleep Score,0,1,1
465,2,2026-04-13,5.1,Goals,1,1,0
466,2,2026-04-14,8.6,Sleep Score,1,1,1
467,2,2026-04-14,8.6,Sleep Stages,1,1,1
468,2,2026-04-14,8.6,Activity Ring,1,1,1
469,2,2026-04-15,2.8,Sleep Stages,1,1,0
470,2,2026-04-15,2.8,Sleep Score,1,1,0
471,2,2026-04-15,2.8,Trends,1,1,0
472,2,2026-04-15,2.8,Goals,1,1,0
473,2,2026-04-15,2.8,Activity Ring,1,1,0
474,2,2026-04-15,2.8,Readiness Score,1,1,0
475,2,2026-04-16,7.0,HRV Chart,1,1,1
476,2,2026-04-16,7.0,Sleep Score,1,1,1
477,2,2026-04-16,7.0,Readiness Score,1,1,1
478,2,2026-04-16,7.0,Sleep Stages,1,1,1
479,2,2026-04-16,7.0,Goals,1,1,1
480,2,2026-04-17,5.6,Activity Ring,1,1,1
481,2,2026-04-17,5.6,HRV Chart,1,1,1
482,2,2026-04-18,1.7,Sleep Score,0,1,0
483,2,2026-04-19,6.5,Trends,1,1,1
484,2,2026-04-19,6.5,Activity Ring,1,1,1
485,2,2026-04-19,6.5,HRV Chart,1,1,1
486,2,2026-04-19,6.5,Readiness Score,1,1,1
487,2,2026-04-19,6.5,Goals,1,1,1
488,2,2026-04-19,6.5,Sleep Stages,1,1,1
489,2,2026-04-19,6.5,Sleep Score,1,1,1
490,2,2026-04-19,6.5,Notifications,1,1,1
491,2,2026-04-20,3.4,Goals,0,1,1
492,2,2026-04-20,3.4,Trends,0,1,1
493,2,2026-04-20,3.4,Sleep Score,0,1,1
494,2,2026-04-20,3.4,Readiness Score,0,1,1
495,2,2026-04-20,3.4,HRV Chart,0,1,1
496,2,2026-04-20,3.4,Activity Ring,0,1,1
497,2,2026-04-21,5.5,Goals,0,1,0
498,2,2026-04-21,5.5,HRV Chart,0,1,0
499,2,2026-04-22,1.9,Trends,0,1,0
500,2,2026-04-22,1.9,Notifications,0,1,0
501,2,2026-04-22,1.9,Sleep Score,0,1,0
502,2,2026-04-22,1.9,Readiness Score,0,1,0
503,2,2026-04-22,1.9,Sleep Stages,0,1,0
504,2,2026-04-23,7.5,Trends,0,1,0
505,2,2026-04-24,4.5,Sleep Score,1,1,1
506,2,2026-04-24,4.5,Sleep Stages,1,1,1
507,2,2026-04-24,4.5,Activity Ring,1,1,1
508,2,2026-04-24,4.5,Goals,1,1,1
