user_id,date,segment,readiness_score,sleep_score,activity_score,readiness_category,hrv_balance,recovery_index,sleep_balance,activity_balance,body_temp_score,hrv_ms,resting_hr_bpm,body_temp_dev_c,hrv_category,temp_status,duration_h,deep_sleep_h,rem_sleep_h,light_sleep_h,awake_h,deep_pct,rem_pct,bedtime_hour,sleep_category,steps,calories_total,active_minutes,goal_steps,goal_hit,steps_category,workout_detected,workout_type
1,2026-03-08,Self-Optimizer,62,77,100,Medium,32,61,75,99,92,58.3,52.8,0.19,Medium,Normal,7.84,1.23,1.72,4.45,0.44,15.7,21.9,23.4,Good,9593,1898,80,10000,false,Medium,true,Run
1,2026-03-09,Self-Optimizer,63,79,100,Medium,24,69,80,97,87,52.3,53.7,0.35,Medium,Normal,7.96,1.27,2.11,4.06,0.51,16.0,26.5,23.2,Good,9026,1967,48,10000,false,Medium,true,Walk
1,2026-03-10,Self-Optimizer,72,91,100,Medium,45,78,90,100,96,72.9,44.2,-0.14,Good,Normal,8.25,1.68,2.08,3.92,0.57,20.4,25.2,21.6,Good,11499,2168,84,10000,true,Good,false,
1,2026-03-11,Self-Optimizer,75,91,100,Good,54,75,88,100,100,75.4,51.6,0.00,Good,Normal,8.04,1.72,2.06,3.59,0.67,21.4,25.6,22.4,Good,11815,1995,92,10000,true,Good,false,
1,2026-03-12,Self-Optimizer,63,78,100,Medium,31,65,81,99,100,58.9,43.9,0.12,Medium,Normal,7.73,1.45,1.52,4.35,0.41,18.8,19.7,23.6,Good,8624,2056,73,10000,false,Medium,false,
1,2026-03-13,Self-Optimizer,70,81,100,Medium,43,75,80,98,95,66.8,47.4,-0.10,Good,Normal,7.61,1.71,1.28,4.24,0.37,22.5,16.8,22.7,Good,11011,1750,70,10000,true,Good,false,
1,2026-03-14,Self-Optimizer,63,79,100,Medium,29,64,79,100,91,54.8,51.3,-0.31,Medium,Normal,8.73,1.66,1.19,5.70,0.17,19.0,13.6,23.0,Good,11232,1997,63,10000,true,Good,false,
1,2026-03-15,Self-Optimizer,77,94,100,Good,49,75,89,100,96,72.8,58.2,-0.08,Good,Normal,8.56,1.97,2.14,3.74,0.71,23.0,25.0,22.6,Good,9766,1842,87,10000,false,Medium,true,Run
1,2026-03-16,Self-Optimizer,63,76,100,Medium,32,64,81,100,90,57.3,49.0,0.20,Medium,Normal,8.39,1.28,1.60,5.31,0.20,15.3,19.1,22.8,Good,11252,2083,73,10000,true,Good,true,Cycling
1,2026-03-17,Self-Optimizer,72,90,100,Medium,47,74,85,100,92,72.4,44.5,0.15,Good,Normal,8.22,1.82,2.01,4.04,0.34,22.1,24.5,22.8,Good,10664,1990,78,10000,true,Good,true,Cycling
1,2026-03-18,Self-Optimizer,65,83,100,Medium,35,72,79,98,86,61.0,49.1,0.35,Good,Normal,7.27,1.79,1.59,3.52,0.37,24.6,21.9,0.3,Good,7578,1831,46,10000,false,Medium,false,
1,2026-03-19,Self-Optimizer,75,84,100,Good,55,75,85,100,85,77.0,49.8,-0.30,Good,Normal,7.72,1.47,1.57,4.23,0.45,19.0,20.3,23.3,Good,9020,2125,75,10000,false,Medium,true,Run
1,2026-03-20,Self-Optimizer,72,92,100,Medium,42,74,88,99,93,67.3,44.8,-0.28,Good,Normal,8.52,2.47,1.25,4.18,0.61,29.0,14.7,22.6,Good,3063,1760,36,10000,false,Low,false,
1,2026-03-21,Self-Optimizer,71,82,100,Medium,49,71,80,100,92,69.8,49.5,0.21,Good,Normal,7.90,1.56,1.61,4.00,0.74,19.7,20.4,23.7,Good,10829,1947,91,10000,true,Good,true,Yoga
1,2026-03-22,Self-Optimizer,75,93,100,Good,54,84,92,100,94,77.3,42.3,-0.19,Good,Normal,8.36,2.21,1.56,4.31,0.28,26.4,18.7,21.3,Good,10191,2179,82,10000,true,Good,true,Strength
1,2026-03-23,Self-Optimizer,64,82,100,Medium,30,65,90,99,100,58.6,49.1,0.07,Medium,Normal,7.62,1.58,1.77,3.79,0.48,20.7,23.2,21.9,Good,10328,1957,79,10000,true,Good,true,Cycling
1,2026-03-24,Self-Optimizer,73,94,100,Medium,44,79,89,95,99,68.8,58.6,0.02,Good,Normal,8.58,1.90,2.30,4.19,0.19,22.1,26.8,23.2,Good,10231,2038,83,10000,true,Good,false,
1,2026-03-25,Self-Optimizer,74,87,100,Medium,40,79,86,100,90,67.3,44.2,-0.27,Good,Normal,7.55,1.52,1.95,3.62,0.47,20.1,25.8,22.3,Good,10984,1926,70,10000,true,Good,false,
1,2026-03-26,Self-Optimizer,68,86,100,Medium,42,77,86,99,92,66.1,47.1,0.19,Good,Normal,8.13,1.34,2.29,4.04,0.45,16.5,28.2,23.9,Good,9916,1892,77,10000,false,Medium,false,
1,2026-03-27,Self-Optimizer,63,77,100,Medium,32,63,77,100,98,55.5,41.5,-0.11,Medium,Normal,7.65,1.40,1.49,4.16,0.59,18.3,19.5,22.4,Good,11679,1901,95,10000,true,Good,true,Yoga
1,2026-03-28,Self-Optimizer,72,83,100,Medium,45,64,86,96,100,69.2,50.4,0.02,Good,Normal,8.51,1.73,1.36,5.00,0.41,20.3,16.0,22.1,Good,12459,2151,110,10000,true,Good,true,Run
1,2026-03-29,Self-Optimizer,64,81,100,Medium,30,68,80,100,100,55.3,48.2,0.01,Medium,Normal,7.92,1.29,2.08,4.09,0.46,16.3,26.3,22.9,Good,3114,1807,16,10000,false,Low,false,
1,2026-03-30,Self-Optimizer,60,82,100,Medium,24,61,79,100,89,50.3,51.0,0.27,Medium,Normal,8.13,1.81,1.79,4.18,0.36,22.3,22.0,21.6,Good,11546,1987,65,10000,true,Good,true,Strength
1,2026-03-31,Self-Optimizer,59,76,100,Medium,24,61,73,98,97,51.4,43.7,0.13,Medium,Normal,7.48,1.32,1.69,4.08,0.40,17.6,22.6,23.6,Good,12782,2011,100,10000,true,Good,false,
1,2026-04-01,Self-Optimizer,73,89,100,Medium,43,70,91,100,92,66.6,47.5,0.22,Good,Normal,7.83,1.64,2.22,3.44,0.52,20.9,28.4,23.0,Good,8834,1903,61,10000,false,Medium,false,
1,2026-04-02,Self-Optimizer,66,81,100,Medium,45,69,78,100,89,67.1,51.9,0.24,Good,Normal,7.84,1.52,1.59,4.35,0.39,19.4,20.3,23.6,Good,12083,2103,79,10000,true,Good,false,
1,2026-04-03,Self-Optimizer,69,91,93,Medium,40,74,93,93,87,67.8,42.8,-0.38,Good,Normal,8.05,1.39,2.48,3.64,0.53,17.3,30.8,21.9,Good,1938,1757,2,10000,false,Low,false,
1,2026-04-04,Self-Optimizer,62,85,100,Medium,32,75,87,100,77,58.7,47.7,0.58,Medium,Elevated,7.75,1.60,2.30,3.56,0.29,20.6,29.7,23.8,Good,10293,2090,73,10000,true,Good,true,Run
1,2026-04-05,Self-Optimizer,55,79,100,Medium,21,62,78,100,99,47.7,45.6,0.02,Medium,Normal,8.45,1.45,1.75,4.93,0.33,17.2,20.7,22.8,Good,7229,1725,52,10000,false,Medium,false,
1,2026-04-06,Self-Optimizer,70,87,100,Medium,28,70,86,100,100,55.9,51.6,0.02,Medium,Normal,7.90,1.73,2.13,3.68,0.36,21.9,27.0,21.4,Good,11035,2040,98,10000,true,Good,true,Run
1,2026-04-07,Self-Optimizer,60,85,100,Medium,28,67,85,96,90,54.1,49.4,-0.32,Medium,Normal,7.87,1.62,1.84,3.98,0.42,20.6,23.4,23.1,Good,10925,2063,85,10000,true,Good,false,
1,2026-04-08,Self-Optimizer,71,87,100,Medium,40,74,84,100,77,63.1,44.6,0.54,Good,Elevated,8.82,1.93,1.92,4.52,0.44,21.9,21.8,22.9,Good,9965,2101,83,10000,false,Medium,false,
1,2026-04-09,Self-Optimizer,73,91,100,Medium,44,78,90,98,100,67.8,47.2,0.11,Good,Normal,8.97,1.86,2.13,4.53,0.45,20.7,23.7,23.9,Good,10394,2059,75,10000,true,Good,false,
1,2026-04-10,Self-Optimizer,60,80,100,Medium,19,63,81,100,62,48.9,50.5,0.97,Medium,Elevated,8.76,1.80,1.95,4.48,0.53,20.5,22.3,21.1,Good,11118,1782,73,10000,true,Good,false,
1,2026-04-11,Self-Optimizer,67,88,100,Medium,35,70,89,98,90,61.9,49.1,0.22,Good,Normal,8.41,1.77,2.09,4.16,0.38,21.0,24.9,22.7,Good,7635,1901,51,10000,false,Medium,false,
1,2026-04-12,Self-Optimizer,67,85,100,Medium,35,75,86,99,94,60.2,45.8,0.08,Good,Normal,7.80,1.83,1.68,3.49,0.79,23.5,21.5,23.3,Good,10602,1974,92,10000,true,Good,true,Run
1,2026-04-13,Self-Optimizer,54,71,100,Medium,25,56,69,97,89,47.0,42.0,0.23,Medium,Normal,7.10,1.32,1.36,4.29,0.14,18.6,19.2,0.3,Medium,9500,1863,68,10000,false,Medium,true,Cycling
1,2026-04-14,Self-Optimizer,74,93,100,Medium,40,73,100,97,86,65.9,53.6,-0.33,Good,Normal,8.47,1.92,2.05,4.22,0.27,22.7,24.2,22.6,Good,10006,1876,76,10000,true,Good,false,
1,2026-04-15,Self-Optimizer,67,77,100,Medium,39,62,74,97,88,66.1,52.0,0.31,Good,Normal,8.54,1.54,1.15,5.38,0.47,18.0,13.5,22.9,Good,2291,1491,13,10000,false,Low,false,
1,2026-04-16,Self-Optimizer,72,93,100,Medium,41,74,94,100,90,66.5,50.0,-0.23,Good,Normal,8.20,1.91,2.15,3.60,0.53,23.3,26.2,24.0,Good,10021,1762,79,10000,true,Good,true,Run
1,2026-04-17,Self-Optimizer,68,86,100,Medium,39,68,90,100,99,62.5,41.7,-0.03,Good,Normal,7.29,1.62,1.88,3.54,0.26,22.2,25.8,21.8,Good,9576,2075,76,10000,false,Medium,true,Strength
1,2026-04-18,Self-Optimizer,73,92,100,Medium,53,81,89,100,96,76.1,41.1,-0.11,Good,Normal,7.95,1.61,2.20,3.76,0.38,20.3,27.7,22.3,Good,13619,2109,116,10000,true,Good,false,
1,2026-04-19,Self-Optimizer,70,85,100,Medium,36,72,85,98,77,64.1,47.1,0.59,Good,Elevated,7.78,1.89,1.82,3.63,0.44,24.3,23.4,22.9,Good,11222,2241,77,10000,true,Good,true,Walk
1,2026-04-20,Self-Optimizer,55,77,100,Medium,11,61,73,100,63,44.4,48.6,0.92,Medium,Elevated,8.33,1.37,2.23,4.21,0.54,16.4,26.8,22.9,Good,11044,1962,84,10000,true,Good,true,Strength
1,2026-04-21,Self-Optimizer,70,84,100,Medium,33,71,85,99,93,58.4,47.2,0.17,Medium,Normal,9.22,1.57,1.98,5.34,0.33,17.0,21.5,23.8,Good,10566,1936,84,10000,true,Good,false,
1,2026-04-22,Self-Optimizer,72,96,100,Medium,37,77,93,99,91,58.3,55.2,0.17,Medium,Normal,8.81,2.22,2.44,3.65,0.49,25.2,27.7,22.7,Good,10414,2064,76,10000,true,Good,false,
1,2026-04-23,Self-Optimizer,69,91,100,Medium,29,82,89,98,97,63.8,47.8,-0.16,Good,Normal,7.24,1.95,1.83,3.10,0.36,26.9,25.3,0.1,Good,9315,1871,80,10000,false,Medium,false,
1,2026-04-24,Self-Optimizer,74,89,100,Medium,43,72,94,100,95,70.3,44.8,-0.16,Good,Normal,7.72,1.76,1.80,3.59,0.56,22.8,23.3,22.9,Good,14139,2232,113,10000,true,Good,true,Run
1,2026-04-25,Self-Optimizer,67,84,100,Medium,30,69,81,96,98,60.5,50.2,0.08,Good,Normal,7.28,1.51,1.98,3.36,0.43,20.7,27.2,23.6,Good,11358,1907,88,10000,true,Good,true,Walk
1,2026-04-26,Self-Optimizer,62,78,100,Medium,30,60,78,100,96,58.3,50.1,0.14,Medium,Normal,7.44,1.50,1.51,3.87,0.56,20.2,20.3,23.0,Good,11104,2041,86,10000,true,Good,false,
1,2026-04-27,Self-Optimizer,64,89,100,Medium,25,73,91,99,98,54.7,46.5,0.03,Medium,Normal,8.24,1.90,2.08,3.72,0.54,23.1,25.2,22.2,Good,9637,1859,83,10000,false,Medium,false,
1,2026-04-28,Self-Optimizer,63,79,100,Medium,33,64,76,100,85,58.0,51.2,0.39,Medium,Normal,7.96,1.48,1.71,4.36,0.42,18.6,21.5,22.2,Good,2333,1522,6,10000,false,Low,false,
1,2026-04-29,Self-Optimizer,61,78,100,Medium,29,63,84,98,100,59.9,51.7,0.01,Medium,Normal,7.02,1.29,1.67,3.83,0.23,18.4,23.8,23.0,Good,9666,2170,82,10000,false,Medium,false,
1,2026-04-30,Self-Optimizer,69,98,100,Medium,34,75,95,97,93,61.5,49.9,-0.07,Good,Normal,8.98,2.13,2.67,3.58,0.61,23.7,29.7,23.9,Good,10444,2088,70,10000,true,Good,false,
1,2026-05-01,Self-Optimizer,61,70,100,Medium,30,59,67,92,100,58.6,46.8,0.15,Medium,Normal,7.61,1.40,0.91,4.66,0.64,18.4,12.0,0.2,Medium,11808,2018,94,10000,true,Good,true,Run
1,2026-05-02,Self-Optimizer,57,73,100,Medium,15,53,78,100,90,49.2,44.6,0.30,Medium,Normal,7.51,1.38,1.42,4.20,0.51,18.4,18.9,23.9,Medium,12903,2046,80,10000,true,Good,false,
1,2026-05-03,Self-Optimizer,64,77,100,Medium,28,64,78,95,91,54.0,48.9,0.16,Medium,Normal,7.01,1.47,1.49,3.61,0.44,21.0,21.3,23.4,Good,11956,2120,75,10000,true,Good,false,
1,2026-05-04,Self-Optimizer,65,83,100,Medium,24,66,82,100,81,55.0,46.3,-0.52,Medium,Elevated,7.81,1.53,1.69,3.97,0.62,19.6,21.6,23.3,Good,9488,1791,84,10000,false,Medium,true,Walk
1,2026-05-05,Self-Optimizer,78,89,100,Good,50,81,87,100,97,77.8,43.0,-0.08,Good,Normal,8.47,1.58,1.97,4.26,0.66,18.7,23.3,23.0,Good,12724,2183,105,10000,true,Good,false,
1,2026-05-06,Self-Optimizer,76,99,100,Good,44,85,100,96,96,68.6,51.7,-0.11,Good,Normal,8.50,2.27,2.38,3.32,0.53,26.7,28.0,22.6,Good,6511,1904,36,10000,false,Low,false,
1,2026-05-07,Self-Optimizer,64,79,100,Medium,38,68,80,100,100,65.3,44.3,0.06,Good,Normal,6.83,1.40,1.52,3.45,0.46,20.5,22.3,22.9,Good,9727,1905,77,10000,false,Medium,false,
1,2026-05-08,Self-Optimizer,72,83,100,Medium,48,75,84,100,98,73.0,44.3,-0.17,Good,Normal,8.10,1.34,1.66,4.53,0.56,16.5,20.5,0.4,Good,10741,1918,91,10000,true,Good,false,
1,2026-05-09,Self-Optimizer,78,94,100,Good,46,83,98,94,85,74.6,47.4,0.37,Good,Normal,8.24,1.90,2.33,3.65,0.36,23.1,28.3,23.3,Good,10553,1870,79,10000,true,Good,false,
1,2026-05-10,Self-Optimizer,68,87,100,Medium,36,72,84,100,92,61.4,46.1,-0.17,Good,Normal,7.66,1.78,1.82,3.56,0.51,23.2,23.8,22.4,Good,13249,2035,86,10000,true,Good,true,Run
1,2026-05-11,Self-Optimizer,67,90,100,Medium,27,70,86,100,90,60.4,47.4,-0.21,Good,Normal,8.36,2.23,1.59,4.09,0.44,26.7,19.0,23.2,Good,12012,1984,106,10000,true,Good,false,
1,2026-05-12,Self-Optimizer,66,81,100,Medium,42,67,84,100,84,67.8,46.4,-0.36,Good,Normal,8.55,1.68,1.06,5.06,0.75,19.6,12.4,23.6,Good,9413,1896,70,10000,false,Medium,true,Strength
1,2026-05-13,Self-Optimizer,64,82,100,Medium,30,62,82,100,100,57.1,46.9,0.00,Medium,Normal,7.07,1.29,2.05,3.10,0.63,18.2,29.0,23.8,Good,10004,2080,65,10000,true,Good,false,
1,2026-05-14,Self-Optimizer,74,85,100,Medium,44,68,82,100,80,67.7,46.2,0.57,Good,Elevated,8.07,1.74,1.88,3.79,0.67,21.6,23.3,22.3,Good,12088,2082,94,10000,true,Good,false,
1,2026-05-15,Self-Optimizer,71,90,100,Medium,38,79,87,100,95,67.2,54.6,-0.19,Good,Normal,7.74,1.88,1.82,3.36,0.68,24.3,23.5,22.5,Good,10580,2045,60,10000,true,Good,true,Strength
1,2026-05-16,Self-Optimizer,70,85,100,Medium,43,71,84,100,84,63.1,49.8,-0.36,Good,Normal,8.03,1.45,1.88,4.47,0.24,18.1,23.4,22.6,Good,10834,2012,83,10000,true,Good,true,Run
1,2026-05-17,Self-Optimizer,73,91,100,Medium,45,78,87,100,97,70.3,40.0,-0.13,Good,Normal,7.49,1.77,2.01,3.51,0.19,23.6,26.8,0.1,Good,3303,1585,9,10000,false,Low,false,
1,2026-05-18,Self-Optimizer,60,81,100,Medium,12,58,83,99,98,45.8,47.3,0.14,Medium,Normal,8.96,1.70,1.70,4.52,1.04,19.0,19.0,21.9,Good,10361,1968,80,10000,true,Good,false,
1,2026-05-19,Self-Optimizer,75,93,100,Good,44,78,91,97,83,71.9,40.5,0.46,Good,Normal,8.25,1.84,2.44,3.41,0.55,22.3,29.6,22.6,Good,10865,1891,72,10000,true,Good,true,Walk
1,2026-05-20,Self-Optimizer,66,79,100,Medium,35,67,73,100,95,63.5,44.7,0.07,Good,Normal,7.59,1.50,1.47,4.16,0.46,19.8,19.4,22.5,Good,12179,2015,97,10000,true,Good,false,
1,2026-05-21,Self-Optimizer,63,79,100,Medium,29,63,76,100,84,55.4,45.3,0.31,Medium,Normal,7.16,1.69,1.47,3.75,0.25,23.6,20.5,22.9,Good,11055,2120,84,10000,true,Good,true,Run
2,2026-02-21,Self-Optimizer,66,80,100,Medium,33,71,76,100,87,63.6,51.1,0.38,Good,Normal,8.11,1.26,2.00,4.52,0.32,15.5,24.7,0.4,Good,11616,2145,77,10000,true,Good,true,Yoga
2,2026-02-22,Self-Optimizer,71,83,100,Medium,38,66,83,98,92,64.1,48.1,0.16,Good,Normal,8.34,1.64,1.70,4.51,0.48,19.7,20.4,23.5,Good,8336,1742,59,10000,false,Medium,false,
2,2026-02-23,Self-Optimizer,58,76,100,Medium,18,58,78,100,86,47.7,52.0,0.27,Medium,Normal,7.74,1.42,1.70,4.24,0.37,18.3,22.0,22.7,Good,12196,2175,82,10000,true,Good,false,
2,2026-02-24,Self-Optimizer,74,91,100,Medium,45,78,91,100,93,74.0,51.1,-0.19,Good,Normal,7.24,1.81,1.85,3.26,0.32,25.0,25.6,0.5,Good,11961,1841,77,10000,true,Good,true,Strength
2,2026-02-25,Self-Optimizer,70,85,93,Medium,38,72,88,94,100,62.6,56.0,0.04,Good,Normal,8.10,1.43,2.16,3.96,0.55,17.7,26.7,23.3,Good,1512,1587,12,10000,false,Low,false,
2,2026-02-26,Self-Optimizer,72,88,100,Medium,48,80,93,100,91,71.0,48.7,0.24,Good,Normal,8.01,1.84,1.85,3.75,0.57,23.0,23.1,21.5,Good,10487,1843,77,10000,true,Good,false,
2,2026-02-27,Self-Optimizer,69,84,100,Medium,40,69,88,100,79,62.6,53.2,0.57,Good,Elevated,7.84,2.03,1.58,3.85,0.38,25.9,20.2,22.6,Good,9639,1696,84,10000,false,Medium,false,
2,2026-02-28,Self-Optimizer,63,71,100,Medium,35,58,75,100,86,59.1,42.7,0.36,Medium,Normal,7.37,1.01,1.62,4.28,0.46,13.7,22.0,23.0,Medium,10791,2123,82,10000,true,Good,false,
2,2026-03-01,Self-Optimizer,71,85,100,Medium,29,67,93,100,85,59.7,52.5,0.38,Medium,Normal,7.92,1.63,2.14,3.71,0.45,20.6,27.0,22.5,Good,13701,2361,99,10000,true,Good,true,Yoga
2,2026-03-02,Self-Optimizer,70,89,100,Medium,41,70,89,99,98,59.5,53.5,0.08,Medium,Normal,7.85,1.74,2.24,3.50,0.37,22.2,28.5,23.1,Good,12955,2268,105,10000,true,Good,true,Run
2,2026-03-03,Self-Optimizer,61,75,100,Medium,22,66,73,97,99,48.3,49.3,0.10,Medium,Normal,7.94,1.28,1.74,4.67,0.24,16.1,21.9,21.6,Good,10253,2035,100,10000,true,Good,false,
2,2026-03-04,Self-Optimizer,65,87,100,Medium,34,72,85,97,85,61.7,54.0,-0.36,Good,Normal,8.22,1.60,1.97,4.16,0.49,19.5,24.0,22.2,Good,14214,2078,103,10000,true,Good,true,Strength
2,2026-03-05,Self-Optimizer,71,88,100,Medium,33,74,90,100,97,64.9,45.7,-0.13,Good,Normal,8.08,1.40,2.35,4.07,0.27,17.3,29.1,22.8,Good,9968,1981,79,10000,false,Medium,true,Yoga
2,2026-03-06,Self-Optimizer,60,79,100,Medium,25,65,80,100,95,53.5,57.7,-0.08,Medium,Normal,7.35,1.57,1.55,3.87,0.36,21.4,21.1,23.7,Good,12872,2045,99,10000,true,Good,true,Strength
2,2026-03-07,Self-Optimizer,68,81,100,Medium,27,68,78,94,98,57.8,46.2,-0.03,Medium,Normal,7.97,1.73,1.50,4.48,0.25,21.7,18.8,23.1,Good,10072,1957,83,10000,true,Good,true,Strength
2,2026-03-08,Self-Optimizer,61,84,100,Medium,28,69,80,99,80,53.8,49.6,-0.57,Medium,Elevated,7.72,1.67,1.70,3.85,0.49,21.6,22.0,21.7,Good,11010,1845,84,10000,true,Good,false,
2,2026-03-09,Self-Optimizer,64,87,100,Medium,27,67,90,100,99,53.5,50.2,-0.03,Medium,Normal,8.81,1.69,2.22,4.53,0.38,19.2,25.2,23.2,Good,10499,2080,80,10000,true,Good,true,Run
2,2026-03-10,Self-Optimizer,63,80,100,Medium,30,65,80,100,96,60.4,46.4,0.14,Good,Normal,7.36,1.61,1.59,3.71,0.45,21.9,21.6,23.6,Good,14805,2078,120,10000,true,Good,true,Yoga
2,2026-03-11,Self-Optimizer,68,82,100,Medium,30,71,80,100,85,60.0,40.1,-0.38,Good,Normal,7.38,1.36,1.83,3.44,0.75,18.4,24.8,22.9,Good,8283,1912,60,10000,false,Medium,false,
2,2026-03-12,Self-Optimizer,78,99,100,Good,50,82,98,100,86,73.1,52.7,-0.25,Good,Normal,8.56,1.85,2.74,3.76,0.21,21.6,32.0,23.1,Good,12704,2398,97,10000,true,Good,false,
2,2026-03-13,Self-Optimizer,80,87,100,Good,61,85,91,100,97,86.9,53.7,-0.03,Good,Normal,7.73,1.23,2.08,3.93,0.49,15.9,26.9,22.8,Good,13982,2271,112,10000,true,Good,true,Strength
2,2026-03-14,Self-Optimizer,64,90,100,Medium,26,64,89,99,88,54.6,45.9,-0.23,Medium,Normal,7.84,2.28,1.68,3.33,0.55,29.1,21.4,22.5,Good,9769,1752,60,10000,false,Medium,true,Run
2,2026-03-15,Self-Optimizer,63,79,100,Medium,31,62,80,100,83,57.1,44.8,0.42,Medium,Normal,8.09,1.57,1.70,4.04,0.78,19.4,21.0,23.9,Good,12002,2062,100,10000,true,Good,false,
2,2026-03-16,Self-Optimizer,64,79,100,Medium,45,69,82,100,100,66.4,45.6,0.00,Good,Normal,8.20,1.17,1.82,4.27,0.93,14.3,22.2,22.8,Good,10525,2102,81,10000,true,Good,false,
2,2026-03-17,Self-Optimizer,74,100,100,Medium,47,83,99,97,90,74.6,51.2,-0.26,Good,Normal,8.84,2.34,2.24,3.88,0.38,26.5,25.3,21.1,Good,13715,1993,124,10000,true,Good,false,
2,2026-03-18,Self-Optimizer,70,86,100,Medium,41,67,86,100,87,60.9,54.6,-0.33,Good,Normal,8.36,1.51,1.99,4.57,0.29,18.1,23.8,22.8,Good,12709,2094,82,10000,true,Good,false,
2,2026-03-19,Self-Optimizer,59,78,100,Medium,25,59,78,99,94,51.3,51.3,-0.16,Medium,Normal,7.84,1.59,1.39,4.21,0.66,20.3,17.7,22.5,Good,11075,2249,73,10000,true,Good,true,Run
2,2026-03-20,Self-Optimizer,65,80,100,Medium,29,66,84,100,95,58.6,45.7,-0.14,Medium,Normal,7.13,1.42,1.64,3.62,0.45,19.9,23.0,0.1,Good,12526,1912,97,10000,true,Good,true,Walk
2,2026-03-21,Self-Optimizer,63,80,100,Medium,42,64,83,100,95,62.9,45.6,0.07,Good,Normal,7.94,1.62,1.50,4.21,0.61,20.4,18.9,23.1,Good,11098,2006,90,10000,true,Good,true,Yoga
